1499067957.388842,construct,Node,0x2fbb05c21830,96
1499067957.389710,construct,LayoutObject,0x6baf1c04010,120
1499067957.389906,copy,ComputedStyle,0x309af9c48130,112
1499067957.389955,copy,StyleInheritedData,0x309af9c84170,136
1499067957.389973,copy,StyleBoxData,0x309af9d0c010,88
1499067957.389982,copy,StyleRareNonInheritedData,0x309af9d1c010,536
1499067957.393078,construct,Node,0x2fbb05c22698,96
1499067957.393561,construct,Node,0x2fbb05c22738,96
1499067957.393593,construct,Node,0x2fbb05c227d8,96
1499067957.401771,construct,CSSSelector,0x309af9c0d1b0,16
1499067957.403248,construct,StylePropertySet,0x36f1614819f0,4
1499067957.403271,construct,CSSSelector,0x309af9c0d390,16
1499067957.403294,construct,StylePropertySet,0x36f161481a18,4
1499067957.403308,construct,CSSSelector,0x309af9c0d390,16
1499067957.403325,construct,StylePropertySet,0x36f161481a40,4
1499067957.403338,construct,CSSSelector,0x309af9c0d390,16
1499067957.403355,construct,StylePropertySet,0x36f161481a68,4
1499067957.403368,construct,CSSSelector,0x309af9c0d390,16
1499067957.403385,construct,StylePropertySet,0x36f161481a90,4
1499067957.403403,construct,CSSSelector,0x309af9c0d390,16
1499067957.403421,construct,StylePropertySet,0x36f161481ab8,4
1499067957.403434,construct,CSSSelector,0x309af9c0d390,16
1499067957.403451,construct,StylePropertySet,0x36f161481ae0,4
1499067957.403466,construct,CSSSelector,0x309af9c0d390,16
1499067957.403504,construct,StylePropertySet,0x1b45cb002b38,4
1499067957.403518,construct,CSSSelector,0x309af9c0d390,16
1499067957.403539,construct,CSSSelector,0x309af9c0d540,16
1499067957.403542,destruct,CSSSelector,0x309af9c0d540,16
1499067957.403546,construct,CSSSelector,0x309af9c0d540,16
1499067957.403575,construct,StylePropertySet,0x36f161481b08,4
1499067957.403593,construct,CSSSelector,0x309af9c0d510,16
1499067957.403630,construct,StylePropertySet,0x1b45cb002bb0,4
1499067957.403654,construct,CSSSelector,0x309af9c0d510,16
1499067957.403670,construct,StylePropertySet,0x36f161481b30,4
1499067957.403681,construct,CSSSelector,0x309af9c0d510,16
1499067957.403696,construct,StylePropertySet,0x36f161481b58,4
1499067957.403710,construct,CSSSelector,0x309af9c0d510,16
1499067957.403719,construct,CSSSelector,0x309af9c0d5d0,16
1499067957.403726,construct,CSSSelector,0x309af9c0d630,16
1499067957.403732,construct,CSSSelector,0x309af9c0d690,16
1499067957.403738,construct,CSSSelector,0x309af9c0d6f0,16
1499067957.403747,construct,CSSSelector,0x309af9c0d750,16
1499067957.403753,construct,CSSSelector,0x309af9c0d7b0,16
1499067957.403762,construct,CSSSelector,0x309af9c0d810,16
1499067957.403796,construct,StylePropertySet,0x36f161481b80,4
1499067957.403809,construct,CSSSelector,0x309af9c0d780,16
1499067957.403834,construct,StylePropertySet,0x2518295e2588,4
1499067957.403858,construct,CSSSelector,0x309af9c0d780,16
1499067957.403873,construct,StylePropertySet,0x36f161481ba8,4
1499067957.403887,construct,CSSSelector,0x309af9c0d780,16
1499067957.403916,construct,StylePropertySet,0x1b45cb002c28,4
1499067957.403928,construct,CSSSelector,0x309af9c0d780,16
1499067957.403943,construct,StylePropertySet,0x36f161481bd0,4
1499067957.403954,construct,CSSSelector,0x309af9c0d780,16
1499067957.403982,construct,StylePropertySet,0x1b45cb002ca0,4
1499067957.403993,construct,CSSSelector,0x309af9c0d780,16
1499067957.404009,construct,StylePropertySet,0x36f161481bf8,4
1499067957.404035,construct,CSSSelector,0x309af9c0d780,16
1499067957.404049,construct,CSSSelector,0x309af9c0d7b0,16
1499067957.404052,destruct,CSSSelector,0x309af9c0d7b0,16
1499067957.404054,construct,CSSSelector,0x309af9c0d7b0,16
1499067957.404080,construct,StylePropertySet,0x36f161481c20,4
1499067957.404091,construct,CSSSelector,0x309af9c0d810,16
1499067957.404104,construct,CSSSelector,0x309af9c0d7b0,16
1499067957.404107,destruct,CSSSelector,0x309af9c0d7b0,16
1499067957.404109,construct,CSSSelector,0x309af9c0d7b0,16
1499067957.404131,construct,StylePropertySet,0x36f161481c48,4
1499067957.404144,construct,CSSSelector,0x309af9c0d780,16
1499067957.404168,construct,StylePropertySet,0x2518295e2780,4
1499067957.404181,construct,CSSSelector,0x309af9c0d780,16
1499067957.404294,construct,StylePropertySet,0x3e508decc598,4
1499067957.404312,construct,CSSSelector,0x309af9c0d780,16
1499067957.404331,construct,StylePropertySet,0x36f161481c70,4
1499067957.404348,construct,CSSSelector,0x309af9c0d780,16
1499067957.404367,construct,StylePropertySet,0x36f161481c98,4
1499067957.404380,construct,CSSSelector,0x309af9c0d780,16
1499067957.404420,construct,StylePropertySet,0x3e508decc6e8,4
1499067957.404430,construct,CSSSelector,0x309af9c0d780,16
1499067957.404448,construct,CSSSelector,0x309af9c0d5d0,16
1499067957.404457,construct,CSSSelector,0x309af9c0d840,16
1499067957.404464,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.404470,construct,CSSSelector,0x309af9c0d900,16
1499067957.404489,construct,CSSSelector,0x309af9c0d870,16
1499067957.404491,destruct,CSSSelector,0x309af9c0d870,16
1499067957.404494,construct,CSSSelector,0x309af9c0d870,16
1499067957.404502,construct,CSSSelector,0x309af9c0d630,16
1499067957.404530,construct,StylePropertySet,0x1b45cb002d18,4
1499067957.404539,construct,CSSSelector,0x309af9c0d8d0,16
1499067957.404553,construct,CSSSelector,0x309af9c0d780,16
1499067957.404562,construct,CSSSelector,0x309af9c0d630,16
1499067957.404569,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.404575,construct,CSSSelector,0x309af9c0d5d0,16
1499067957.404590,construct,CSSSelector,0x309af9c0d900,16
1499067957.404593,destruct,CSSSelector,0x309af9c0d900,16
1499067957.404596,construct,CSSSelector,0x309af9c0d900,16
1499067957.404600,construct,CSSSelector,0x309af9c0d7e0,16
1499067957.404612,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.404620,construct,CSSSelector,0x309af9c0d780,16
1499067957.404627,construct,CSSSelector,0x309af9c0d960,16
1499067957.404633,construct,CSSSelector,0x309af9c0d9c0,16
1499067957.404648,construct,CSSSelector,0x309af9c0d930,16
1499067957.404650,destruct,CSSSelector,0x309af9c0d930,16
1499067957.404653,construct,CSSSelector,0x309af9c0d930,16
1499067957.404660,construct,CSSSelector,0x309af9c0d5d0,16
1499067957.404690,construct,StylePropertySet,0x1b45cb002d68,4
1499067957.404700,construct,CSSSelector,0x309af9c0d840,16
1499067957.404713,construct,CSSSelector,0x309af9c0d990,16
1499067957.404723,construct,CSSSelector,0x309af9c0d8d0,16
1499067957.404729,construct,CSSSelector,0x309af9c0d7e0,16
1499067957.404736,construct,CSSSelector,0x309af9c0d5d0,16
1499067957.404751,construct,CSSSelector,0x309af9c0d900,16
1499067957.404753,destruct,CSSSelector,0x309af9c0d900,16
1499067957.404756,construct,CSSSelector,0x309af9c0d900,16
1499067957.404760,construct,CSSSelector,0x309af9c0d510,16
1499067957.404771,construct,CSSSelector,0x309af9c0d7e0,16
1499067957.404780,construct,CSSSelector,0x309af9c0d990,16
1499067957.404787,construct,CSSSelector,0x309af9c0d960,16
1499067957.404793,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.404807,construct,CSSSelector,0x309af9c0d9c0,16
1499067957.404810,destruct,CSSSelector,0x309af9c0d9c0,16
1499067957.404812,construct,CSSSelector,0x309af9c0d9c0,16
1499067957.404817,construct,CSSSelector,0x309af9c0d5d0,16
1499067957.404828,construct,CSSSelector,0x309af9c0d960,16
1499067957.404837,construct,CSSSelector,0x309af9c0d7e0,16
1499067957.404843,construct,CSSSelector,0x309af9c0da20,16
1499067957.404850,construct,CSSSelector,0x309af9c0da80,16
1499067957.404864,construct,CSSSelector,0x309af9c0d9f0,16
1499067957.404867,destruct,CSSSelector,0x309af9c0d9f0,16
1499067957.404869,construct,CSSSelector,0x309af9c0d9f0,16
1499067957.404877,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.404908,construct,StylePropertySet,0x1b45cb002db8,4
1499067957.404918,construct,CSSSelector,0x309af9c0d930,16
1499067957.404932,construct,CSSSelector,0x309af9c0d780,16
1499067957.404941,construct,CSSSelector,0x309af9c0da50,16
1499067957.404948,construct,CSSSelector,0x309af9c0d840,16
1499067957.404954,construct,CSSSelector,0x309af9c0d510,16
1499067957.404969,construct,CSSSelector,0x309af9c0d8d0,16
1499067957.404972,destruct,CSSSelector,0x309af9c0d8d0,16
1499067957.404974,construct,CSSSelector,0x309af9c0d8d0,16
1499067957.404979,construct,CSSSelector,0x309af9c0d630,16
1499067957.405013,construct,CSSSelector,0x309af9c0d840,16
1499067957.405023,construct,CSSSelector,0x309af9c0d780,16
1499067957.405030,construct,CSSSelector,0x309af9c0d5d0,16
1499067957.405036,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.405052,construct,CSSSelector,0x309af9c0d9c0,16
1499067957.405054,destruct,CSSSelector,0x309af9c0d9c0,16
1499067957.405057,construct,CSSSelector,0x309af9c0d9c0,16
1499067957.405062,construct,CSSSelector,0x309af9c0d510,16
1499067957.405073,construct,CSSSelector,0x309af9c0d5d0,16
1499067957.405081,construct,CSSSelector,0x309af9c0d840,16
1499067957.405088,construct,CSSSelector,0x309af9c0da20,16
1499067957.405094,construct,CSSSelector,0x309af9c0d960,16
1499067957.405109,construct,CSSSelector,0x309af9c0da80,16
1499067957.405111,destruct,CSSSelector,0x309af9c0da80,16
1499067957.405114,construct,CSSSelector,0x309af9c0da80,16
1499067957.405118,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.405129,construct,CSSSelector,0x309af9c0da20,16
1499067957.405138,construct,CSSSelector,0x309af9c0d5d0,16
1499067957.405144,construct,CSSSelector,0x309af9c0dae0,16
1499067957.405151,construct,CSSSelector,0x309af9c0db40,16
1499067957.405165,construct,CSSSelector,0x309af9c0dab0,16
1499067957.405168,destruct,CSSSelector,0x309af9c0dab0,16
1499067957.405171,construct,CSSSelector,0x309af9c0dab0,16
1499067957.405178,construct,CSSSelector,0x309af9c0d960,16
1499067957.405213,construct,StylePropertySet,0x1b45cb002e08,4
1499067957.405227,construct,CSSSelector,0x309af9c0d900,16
1499067957.405241,construct,CSSSelector,0x309af9c0d9f0,16
1499067957.405251,construct,CSSSelector,0x309af9c0d7e0,16
1499067957.405258,construct,CSSSelector,0x309af9c0db10,16
1499067957.405264,construct,CSSSelector,0x309af9c0d930,16
1499067957.405279,construct,CSSSelector,0x309af9c0da50,16
1499067957.405282,destruct,CSSSelector,0x309af9c0da50,16
1499067957.405285,construct,CSSSelector,0x309af9c0da50,16
1499067957.405289,construct,CSSSelector,0x309af9c0d990,16
1499067957.405300,construct,CSSSelector,0x309af9c0db10,16
1499067957.405308,construct,CSSSelector,0x309af9c0d9f0,16
1499067957.405315,construct,CSSSelector,0x309af9c0d630,16
1499067957.405321,construct,CSSSelector,0x309af9c0d510,16
1499067957.405336,construct,CSSSelector,0x309af9c0d8d0,16
1499067957.405339,destruct,CSSSelector,0x309af9c0d8d0,16
1499067957.405341,construct,CSSSelector,0x309af9c0d8d0,16
1499067957.405346,construct,CSSSelector,0x309af9c0d930,16
1499067957.405357,construct,CSSSelector,0x309af9c0d630,16
1499067957.405365,construct,CSSSelector,0x309af9c0db10,16
1499067957.405372,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.405378,construct,CSSSelector,0x309af9c0d960,16
1499067957.405393,construct,CSSSelector,0x309af9c0da80,16
1499067957.405395,destruct,CSSSelector,0x309af9c0da80,16
1499067957.405398,construct,CSSSelector,0x309af9c0da80,16
1499067957.405402,construct,CSSSelector,0x309af9c0d510,16
1499067957.405413,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.405422,construct,CSSSelector,0x309af9c0d630,16
1499067957.405429,construct,CSSSelector,0x309af9c0dae0,16
1499067957.405435,construct,CSSSelector,0x309af9c0da20,16
1499067957.405449,construct,CSSSelector,0x309af9c0db40,16
1499067957.405452,destruct,CSSSelector,0x309af9c0db40,16
1499067957.405455,construct,CSSSelector,0x309af9c0db40,16
1499067957.405459,construct,CSSSelector,0x309af9c0d960,16
1499067957.405470,construct,CSSSelector,0x309af9c0dae0,16
1499067957.405479,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.405485,construct,CSSSelector,0x309af9c0dba0,16
1499067957.405492,construct,CSSSelector,0x309af9c0dc00,16
1499067957.405506,construct,CSSSelector,0x309af9c0db70,16
1499067957.405509,destruct,CSSSelector,0x309af9c0db70,16
1499067957.405511,construct,CSSSelector,0x309af9c0db70,16
1499067957.405518,construct,CSSSelector,0x309af9c0da20,16
1499067957.405562,construct,StylePropertySet,0x1b45cb002e58,4
1499067957.405577,construct,CSSSelector,0x309af9c0d780,16
1499067957.405615,construct,StylePropertySet,0x3e508decc788,4
1499067957.405629,construct,CSSSelector,0x309af9c0d780,16
1499067957.405667,construct,StylePropertySet,0x3e508decc828,4
1499067957.405701,construct,CSSSelector,0x309af9c0d780,16
1499067957.405739,construct,StylePropertySet,0x3e508decc8c8,4
1499067957.405754,construct,CSSSelector,0x309af9c0d780,16
1499067957.405799,construct,StylePropertySet,0x3e508decc950,4
1499067957.405814,construct,CSSSelector,0x309af9c0d780,16
1499067957.405864,construct,StylePropertySet,0x3e508decc9f0,4
1499067957.405877,construct,CSSSelector,0x309af9c0d780,16
1499067957.405916,construct,StylePropertySet,0x3e508decca90,4
1499067957.405929,construct,CSSSelector,0x309af9c0d780,16
1499067957.405959,construct,StylePropertySet,0x3e508deccb40,4
1499067957.405976,construct,CSSSelector,0x309af9c0d780,16
1499067957.406005,construct,StylePropertySet,0x3e508deccbc8,4
1499067957.406018,construct,CSSSelector,0x309af9c0d780,16
1499067957.406045,construct,StylePropertySet,0x3e508deccc50,4
1499067957.406058,construct,CSSSelector,0x309af9c0d780,16
1499067957.406065,construct,CSSSelector,0x309af9c0da50,16
1499067957.406084,construct,StylePropertySet,0x36f161481cc0,4
1499067957.406096,construct,CSSSelector,0x309af9c0d630,16
1499067957.406113,construct,StylePropertySet,0x36f161481ce8,4
1499067957.406125,construct,CSSSelector,0x309af9c0d630,16
1499067957.406142,construct,StylePropertySet,0x36f161481d10,4
1499067957.406154,construct,CSSSelector,0x309af9c0d630,16
1499067957.406182,construct,StylePropertySet,0x3e508decccd8,4
1499067957.406194,construct,CSSSelector,0x309af9c0d630,16
1499067957.406204,construct,CSSSelector,0x309af9c0d930,16
1499067957.406224,construct,StylePropertySet,0x2518295e2cc0,4
1499067957.406236,construct,CSSSelector,0x309af9c0d900,16
1499067957.406257,construct,StylePropertySet,0x2518295e2d30,4
1499067957.406269,construct,CSSSelector,0x309af9c0d900,16
1499067957.406290,construct,StylePropertySet,0x2518295e2da0,4
1499067957.406303,construct,CSSSelector,0x309af9c0d900,16
1499067957.406312,construct,CSSSelector,0x309af9c0d510,16
1499067957.406319,construct,CSSSelector,0x309af9c0d960,16
1499067957.406358,construct,StylePropertySet,0x3e508deccd60,4
1499067957.406374,construct,CSSSelector,0x309af9c0da80,16
1499067957.406411,construct,StylePropertySet,0x3e508decce00,4
1499067957.406424,construct,CSSSelector,0x309af9c0da80,16
1499067957.406447,construct,StylePropertySet,0x2518295e2e80,4
1499067957.406459,construct,CSSSelector,0x309af9c0da80,16
1499067957.406466,construct,CSSSelector,0x309af9c0d900,16
1499067957.406475,construct,CSSSelector,0x309af9c0da20,16
1499067957.406481,construct,CSSSelector,0x309af9c0dba0,16
1499067957.406501,construct,StylePropertySet,0x36f161481d38,4
1499067957.406514,construct,CSSSelector,0x309af9c0db70,16
1499067957.406520,construct,CSSSelector,0x309af9c0db40,16
1499067957.406527,construct,CSSSelector,0x309af9c0dba0,16
1499067957.406535,construct,CSSSelector,0x309af9c0d900,16
1499067957.406542,construct,CSSSelector,0x309af9c0dae0,16
1499067957.406548,construct,CSSSelector,0x309af9c0dc60,16
1499067957.406554,construct,CSSSelector,0x309af9c0dcc0,16
1499067957.406560,construct,CSSSelector,0x309af9c0dd20,16
1499067957.406567,construct,CSSSelector,0x309af9c0dd80,16
1499067957.406573,construct,CSSSelector,0x309af9c0dde0,16
1499067957.406579,construct,CSSSelector,0x309af9c0de40,16
1499067957.406585,construct,CSSSelector,0x309af9c0dea0,16
1499067957.406620,construct,StylePropertySet,0x36f161481d60,4
1499067957.406633,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.406653,construct,StylePropertySet,0x2518295e2f60,4
1499067957.406666,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.406695,construct,StylePropertySet,0x1b45cb002ea8,4
1499067957.406708,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.406724,construct,StylePropertySet,0x36f161481d88,4
1499067957.406737,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.406743,construct,CSSSelector,0x309af9c0dc30,16
1499067957.406752,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.406759,construct,CSSSelector,0x309af9c0dc00,16
1499067957.406765,construct,CSSSelector,0x309af9c0dde0,16
1499067957.406771,construct,CSSSelector,0x309af9c0dea0,16
1499067957.406778,construct,CSSSelector,0x309af9c0dd20,16
1499067957.406802,construct,CSSSelector,0x309af9c0d900,16
1499067957.406831,construct,StylePropertySet,0x2518295e3040,4
1499067957.406844,construct,CSSSelector,0x309af9c0dcc0,16
1499067957.406865,construct,StylePropertySet,0x2518295e30b0,4
1499067957.406877,construct,CSSSelector,0x309af9c0dcc0,16
1499067957.406897,construct,StylePropertySet,0x36f161481db0,4
1499067957.406909,construct,CSSSelector,0x309af9c0dcc0,16
1499067957.406952,construct,StylePropertySet,0x3e508deccea0,4
1499067957.406967,construct,CSSSelector,0x309af9c0dcc0,16
1499067957.407030,construct,StylePropertySet,0x3e508decd040,4
1499067957.407049,construct,CSSSelector,0x309af9c0dcc0,16
1499067957.407068,construct,StylePropertySet,0x36f161481dd8,4
1499067957.407081,construct,CSSSelector,0x309af9c0dcc0,16
1499067957.407090,construct,CSSSelector,0x309af9c0dd20,16
1499067957.407098,construct,CSSSelector,0x309af9c0dde0,16
1499067957.407104,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.407111,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.407121,construct,CSSSelector,0x309af9c0dae0,16
1499067957.407144,construct,StylePropertySet,0x36f161481e00,4
1499067957.407157,construct,CSSSelector,0x309af9c0dc00,16
1499067957.407166,construct,CSSSelector,0x309af9c0d900,16
1499067957.407173,construct,CSSSelector,0x309af9c0dd80,16
1499067957.407180,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.407275,construct,StylePropertySet,0x3e508decd248,4
1499067957.407293,construct,CSSSelector,0x309af9c0de70,16
1499067957.407305,construct,CSSSelector,0x309af9c0dc30,16
1499067957.407307,destruct,CSSSelector,0x309af9c0dc30,16
1499067957.407310,construct,CSSSelector,0x309af9c0dc30,16
1499067957.407329,construct,StylePropertySet,0x36f161481e28,4
1499067957.407342,construct,CSSSelector,0x309af9c0dea0,16
1499067957.407405,construct,StylePropertySet,0x3e508decd410,4
1499067957.407422,construct,CSSSelector,0x309af9c0dea0,16
1499067957.407432,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.407435,destruct,CSSSelector,0x309af9c0ddb0,16
1499067957.407437,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.407462,construct,StylePropertySet,0x2518295e32e0,4
1499067957.407474,construct,CSSSelector,0x309af9c0dc30,16
1499067957.407491,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.407494,destruct,CSSSelector,0x309af9c0ddb0,16
1499067957.407496,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.407534,construct,StylePropertySet,0x1b45cb002f20,4
1499067957.407546,construct,CSSSelector,0x309af9c0dae0,16
1499067957.407560,construct,CSSSelector,0x309af9c0dc30,16
1499067957.407563,destruct,CSSSelector,0x309af9c0dc30,16
1499067957.407565,construct,CSSSelector,0x309af9c0dc30,16
1499067957.407612,construct,StylePropertySet,0x3e508decd628,4
1499067957.407625,construct,CSSSelector,0x309af9c0dea0,16
1499067957.407637,construct,CSSSelector,0x309af9c0dae0,16
1499067957.407647,construct,CSSSelector,0x309af9c0d900,16
1499067957.407655,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.407664,construct,CSSSelector,0x309af9c0dd20,16
1499067957.407667,destruct,CSSSelector,0x309af9c0dd20,16
1499067957.407670,construct,CSSSelector,0x309af9c0dd20,16
1499067957.407676,construct,CSSSelector,0x309af9c0dc60,16
1499067957.407685,construct,CSSSelector,0x309af9c0db40,16
1499067957.407688,destruct,CSSSelector,0x309af9c0db40,16
1499067957.407690,construct,CSSSelector,0x309af9c0db40,16
1499067957.407707,construct,CSSSelector,0x309af9c0db70,16
1499067957.407718,construct,CSSSelector,0x309af9c0dde0,16
1499067957.407720,destruct,CSSSelector,0x309af9c0dde0,16
1499067957.407723,construct,CSSSelector,0x309af9c0dde0,16
1499067957.407750,construct,StylePropertySet,0x2518295e33c0,4
1499067957.407765,construct,CSSSelector,0x309af9c0dd80,16
1499067957.407774,construct,CSSSelector,0x309af9c0dc00,16
1499067957.407788,construct,CSSSelector,0x309af9c0d900,16
1499067957.407790,destruct,CSSSelector,0x309af9c0d900,16
1499067957.407793,construct,CSSSelector,0x309af9c0d900,16
1499067957.407837,construct,StylePropertySet,0x3e508decd6f0,4
1499067957.407853,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.407861,construct,CSSSelector,0x309af9c0dd80,16
1499067957.407889,construct,CSSSelector,0x309af9c0dc00,16
1499067957.407897,construct,CSSSelector,0x309af9c0dea0,16
1499067957.407905,construct,CSSSelector,0x309af9c0db70,16
1499067957.407914,construct,CSSSelector,0x309af9c0db40,16
1499067957.407917,destruct,CSSSelector,0x309af9c0db40,16
1499067957.407920,construct,CSSSelector,0x309af9c0db40,16
1499067957.407927,construct,CSSSelector,0x309af9c0dd20,16
1499067957.407936,construct,CSSSelector,0x309af9c0ded0,16
1499067957.407938,destruct,CSSSelector,0x309af9c0ded0,16
1499067957.407941,construct,CSSSelector,0x309af9c0ded0,16
1499067957.407956,construct,CSSSelector,0x309af9c0dba0,16
1499067957.407967,construct,CSSSelector,0x309af9c0dc60,16
1499067957.407970,destruct,CSSSelector,0x309af9c0dc60,16
1499067957.407972,construct,CSSSelector,0x309af9c0dc60,16
1499067957.408001,construct,StylePropertySet,0x2518295e3468,4
1499067957.408014,construct,CSSSelector,0x309af9c0dae0,16
1499067957.408028,construct,CSSSelector,0x309af9c0dcc0,16
1499067957.408031,destruct,CSSSelector,0x309af9c0dcc0,16
1499067957.408033,construct,CSSSelector,0x309af9c0dcc0,16
1499067957.408088,construct,StylePropertySet,0x3e508decd7b8,4
1499067957.408101,construct,CSSSelector,0x309af9c0d8a0,16
1499067957.408110,construct,CSSSelector,0x309af9c0dae0,16
1499067957.408118,construct,CSSSelector,0x309af9c0dc30,16
1499067957.408125,construct,CSSSelector,0x309af9c0dc00,16
1499067957.408134,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.408136,destruct,CSSSelector,0x309af9c0ddb0,16
1499067957.408139,construct,CSSSelector,0x309af9c0ddb0,16
1499067957.408146,construct,CSSSelector,0x309af9c0dba0,16
1499067957.408155,construct,CSSSelector,0x309af9c0ded0,16
1499067957.408157,destruct,CSSSelector,0x309af9c0ded0,16
1499067957.408160,construct,CSSSelector,0x309af9c0ded0,16
1499067957.408174,construct,CSSSelector,0x309af9c0dd20,16
1499067957.408185,construct,CSSSelector,0x309af9c0dd80,16
1499067957.408188,destruct,CSSSelector,0x309af9c0dd80,16
1499067957.408191,construct,CSSSelector,0x309af9c0dd80,16
1499067957.408216,construct,StylePropertySet,0x2518295e3510,4
1499067957.408229,construct,CSSSelector,0x309af9c0dde0,16
1499067957.408253,construct,StylePropertySet,0x1b45cb002f80,4
1499067957.408266,construct,CSSSelector,0x309af9c0dde0,16
1499067957.408343,construct,StylePropertySet,0x3e508decd8a8,4
1499067957.408359,construct,CSSSelector,0x309af9c0dde0,16
1499067957.408376,construct,CSSSelector,0x309af9c0dc30,16
1499067957.408378,destruct,CSSSelector,0x309af9c0dc30,16
1499067957.408381,construct,CSSSelector,0x309af9c0dc30,16
1499067957.408419,construct,StylePropertySet,0x1b45cb002fe0,4
1499067957.408431,construct,CSSSelector,0x309af9c0dc60,16
1499067957.408444,construct,CSSSelector,0x309af9c0dde0,16
1499067957.408446,destruct,CSSSelector,0x309af9c0dde0,16
1499067957.408449,construct,CSSSelector,0x309af9c0dde0,16
1499067957.408485,construct,StylePropertySet,0x3e508decdb10,4
1499067957.408500,construct,CSSSelector,0x309af9c0d900,16
1499067957.408510,construct,CSSSelector,0x309af9c0dc60,16
1499067957.408512,destruct,CSSSelector,0x309af9c0dc60,16
1499067957.408515,construct,CSSSelector,0x309af9c0dc60,16
1499067957.408534,construct,StylePropertySet,0x36f161481e50,4
